uoa_site,scientific_name,common_name,native,introduced,threatened,category,observed_on,quality_grade,latitude,longitude,observer,project_id,observation_id,url
UoA City Campus,Nyctemera annulata × amicus,Magpie Moth Hybrid,False,False,False,Insecta,2025-09-28,research,-36.8524866908,174.7693644125,angieandtheants,biota-of-university-of-auckland-city-campus,318116208,https://www.inaturalist.org/observations/318116208
UoA City Campus,Pennantia corymbosa,,True,False,False,Plantae,2025-10-06,research,-36.8514716667,174.7723833333,danhikuroa,biota-of-university-of-auckland-city-campus,318994817,https://www.inaturalist.org/observations/318994817
UoA City Campus,Bellis perennis,Lawn daisy,False,True,False,Plantae,2025-10-09,research,-36.8504398997,174.7708254,bruceburns,biota-of-university-of-auckland-city-campus,319694349,https://www.inaturalist.org/observations/319694349
UoA City Campus,Soliva sessilis,common soliva,False,True,False,Plantae,2025-10-15,research,-36.84951,174.769719,bruceburns,biota-of-university-of-auckland-city-campus,320983451,https://www.inaturalist.org/observations/320983451
UoA City Campus,Hemiphaga novaeseelandiae novaeseelandiae,Kererū,True,False,False,Aves,2025-10-17,research,-36.8505530174,174.7695247829,amandah222,biota-of-university-of-auckland-city-campus,321338392,https://www.inaturalist.org/observations/321338392
UoA City Campus,Ipana leptomera,Spotted Manuka Looper,True,False,False,Insecta,2025-10-17,research,-36.850075,174.7702466667,ellarosev,biota-of-university-of-auckland-city-campus,321358797,https://www.inaturalist.org/observations/321358797
UoA City Campus,Leptotarsus clarus,,False,False,False,Insecta,2025-10-17,research,-36.850045,174.7702633333,ellarosev,biota-of-university-of-auckland-city-campus,321709218,https://www.inaturalist.org/observations/321709218
UoA City Campus,Hemiphaga novaeseelandiae novaeseelandiae,Kererū,True,False,False,Aves,2025-10-21,research,-36.850794477,174.7706378996,jw_nz,biota-of-university-of-auckland-city-campus,322180033,https://www.inaturalist.org/observations/322180033
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-10-19,research,-36.85098,174.7696333333,kenttrulsson,biota-of-university-of-auckland-city-campus,322195049,https://www.inaturalist.org/observations/322195049
UoA City Campus,Asplenium × lucrosum,false hen and chickens fern,False,False,False,Plantae,2025-10-23,research,-36.85038156,174.76960801,amandah222,biota-of-university-of-auckland-city-campus,322483822,https://www.inaturalist.org/observations/322483822
UoA City Campus,Xylotoles laetus,,False,False,False,Insecta,2025-10-23,research,-36.850675,174.7707416667,nbir012,biota-of-university-of-auckland-city-campus,322525847,https://www.inaturalist.org/observations/322525847
UoA City Campus,Ancistrocerus gazella,European tube wasp,False,True,False,Insecta,2025-10-17,research,-36.850605,174.77092,carrrat,biota-of-university-of-auckland-city-campus,322732271,https://www.inaturalist.org/observations/322732271
UoA City Campus,Turdus merula,Eurasian Blackbird,False,True,False,Aves,2025-10-19,research,-36.851025,174.76965,kimberlywalks,biota-of-university-of-auckland-city-campus,323391026,https://www.inaturalist.org/observations/323391026
UoA City Campus,Oemona hirta,Lemon tree borer,True,False,False,Insecta,2025-10-28,research,-36.851045,174.768845,jsimons,biota-of-university-of-auckland-city-campus,323587472,https://www.inaturalist.org/observations/323587472
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-10-28,research,-36.8541555556,174.7700444444,udcmrk,biota-of-university-of-auckland-city-campus,323770521,https://www.inaturalist.org/observations/323770521
UoA City Campus,Piper excelsum,Kawakawa,True,False,False,Plantae,2025-11-02,research,-36.8493144084,174.7704078408,frazerdale_biodiversity_guy,biota-of-university-of-auckland-city-campus,324368625,https://www.inaturalist.org/observations/324368625
UoA City Campus,Entelea arborescens,Whau,True,False,False,Plantae,2025-11-02,research,-36.8494740993,174.7702845269,frazerdale_biodiversity_guy,biota-of-university-of-auckland-city-campus,324368856,https://www.inaturalist.org/observations/324368856
UoA City Campus,Arthropodium cirratum,Rengarenga,True,False,False,Plantae,2025-11-02,research,-36.8508741738,174.7699458208,frazerdale_biodiversity_guy,biota-of-university-of-auckland-city-campus,324369458,https://www.inaturalist.org/observations/324369458
UoA City Campus,Ehrharta erecta,panic veldtgrass,False,True,False,Plantae,2025-11-04,research,-36.850913,174.770891,bruceburns,biota-of-university-of-auckland-city-campus,324821094,https://www.inaturalist.org/observations/324821094
UoA City Campus,Hydrocotyle moschata,Hairy Pennywort,True,False,False,Plantae,2025-11-04,research,-36.85091,174.770885,bruceburns,biota-of-university-of-auckland-city-campus,324821394,https://www.inaturalist.org/observations/324821394
UoA City Campus,Aedes notoscriptus,Striped Mosquito,False,True,False,Insecta,2025-11-06,research,-36.8503449971,174.7711333333,tomasblokker,biota-of-university-of-auckland-city-campus,325110920,https://www.inaturalist.org/observations/325110920
UoA City Campus,Hemideina thoracica,Auckland Tree Weta,True,False,False,Insecta,2025-11-08,research,-36.8506979,174.7707896,ss_t,biota-of-university-of-auckland-city-campus,325434806,https://www.inaturalist.org/observations/325434806
UoA City Campus,Clathrus archeri,devil's-fingers,True,False,False,Fungi,2025-11-12,research,-36.8500666667,174.7709966667,soupiesol,biota-of-university-of-auckland-city-campus,326101201,https://www.inaturalist.org/observations/326101201
UoA City Campus,Illeis galbula,Fungus-eating ladybird,False,True,False,Insecta,2025-11-12,research,-36.849895,174.7713783333,soupiesol,biota-of-university-of-auckland-city-campus,326101215,https://www.inaturalist.org/observations/326101215
UoA City Campus,Solanum laciniatum,kangaroo-apple,True,False,False,Plantae,2025-11-12,research,-36.849713,174.7715,bruceburns,biota-of-university-of-auckland-city-campus,326229977,https://www.inaturalist.org/observations/326229977
UoA City Campus,Platycercus eximius,Eastern Rosella,False,True,False,Aves,2025-11-13,research,-36.8498883333,174.7707833333,kpapoulias,biota-of-university-of-auckland-city-campus,326364460,https://www.inaturalist.org/observations/326364460
UoA City Campus,Cyathea dealbata,silver fern,True,False,False,Plantae,2025-11-14,research,-36.8492301134,174.769694265,gavin19814,biota-of-university-of-auckland-city-campus,326437370,https://www.inaturalist.org/observations/326437370
UoA City Campus,Lepidium didymum,Lesser swine-cress,False,True,False,Plantae,2025-11-16,research,-36.8511900997,174.7699479,ss_t,biota-of-university-of-auckland-city-campus,326911658,https://www.inaturalist.org/observations/326911658
UoA City Campus,Paralastor,,False,True,False,Insecta,2025-11-18,research,-36.8515521184,174.7722743824,milapower,biota-of-university-of-auckland-city-campus,327030889,https://www.inaturalist.org/observations/327030889
UoA City Campus,Agrocybe putaminum,Mulch Fieldcap,False,True,False,Fungi,2025-11-18,research,-36.85183811,174.768297337,rmull123,biota-of-university-of-auckland-city-campus,327087749,https://www.inaturalist.org/observations/327087749
UoA City Campus,Histiopteris incisa,Water Fern,True,False,False,Plantae,2025-11-19,research,-36.850608,174.769497,bruceburns,biota-of-university-of-auckland-city-campus,327195645,https://www.inaturalist.org/observations/327195645
UoA City Campus,Coprinellus maluri-cyanei,,False,False,False,Fungi,2025-11-20,research,-36.850625,174.7707638889,z3phlee,biota-of-university-of-auckland-city-campus,327349836,https://www.inaturalist.org/observations/327349836
UoA City Campus,Todiramphus sanctus,Sacred Kingfisher,True,False,False,Aves,2025-11-25,research,-36.8495747997,174.7698154997,drobmun,biota-of-university-of-auckland-city-campus,328124601,https://www.inaturalist.org/observations/328124601
UoA City Campus,Rhipidura fuliginosa,New Zealand Fantail,True,False,False,Aves,2025-11-25,research,-36.8494986997,174.7700384997,drobmun,biota-of-university-of-auckland-city-campus,328132311,https://www.inaturalist.org/observations/328132311
UoA City Campus,Dasypodia cymatodes,Northern Wattle Moth,False,True,False,Insecta,2025-11-26,research,-36.8505676286,174.7708729857,kamya2,biota-of-university-of-auckland-city-campus,328268618,https://www.inaturalist.org/observations/328268618
UoA City Campus,Veronica serpyllifolia,thyme-leaved speedwell,False,True,False,Plantae,2025-11-26,research,-36.8528229327,174.7715114662,tspinks,biota-of-university-of-auckland-city-campus,328299441,https://www.inaturalist.org/observations/328299441
UoA City Campus,Pseudocoremia leucelaea,Forest Looper,True,False,False,Insecta,2025-11-19,research,-36.8488966,174.7699066,drobmun,biota-of-university-of-auckland-city-campus,328460680,https://www.inaturalist.org/observations/328460680
UoA City Campus,Ranoidea aurea,Green-and-Golden Bell Frog,False,True,True,Amphibia,2025-12-03,research,-36.8506622937,174.7711360083,tomasblokker,biota-of-university-of-auckland-city-campus,329285501,https://www.inaturalist.org/observations/329285501
UoA City Campus,Opisthoncus polyphemus,Cyclops Jumping Spider,False,True,False,Arachnida,2025-12-04,research,-36.8504336206,174.7709394971,charlotte_sutton1,biota-of-university-of-auckland-city-campus,329396671,https://www.inaturalist.org/observations/329396671
UoA City Campus,Miomantis caffra,South African Mantis,False,True,False,Insecta,2025-12-04,research,-36.8504118049,174.7710238998,charlotte_sutton1,biota-of-university-of-auckland-city-campus,329396694,https://www.inaturalist.org/observations/329396694
UoA City Campus,Cryptamorpha desjardinsi,Desjardins's Flat Beetle,False,True,False,Insecta,2025-12-06,research,-36.8560291043,174.7673855288,nate_ollie_k,biota-of-university-of-auckland-city-campus,329630946,https://www.inaturalist.org/observations/329630946
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-12-07,research,-36.8560402185,174.7673833152,nate_ollie_k,biota-of-university-of-auckland-city-campus,329767453,https://www.inaturalist.org/observations/329767453
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-09,research,-36.8525649291,174.7727482977,jlet439,biota-of-university-of-auckland-city-campus,330013167,https://www.inaturalist.org/observations/330013167
UoA City Campus,Phytolacca octandra,Inkweed,False,True,False,Plantae,2025-12-09,research,-36.8509072639,174.770722393,ke_cain,biota-of-university-of-auckland-city-campus,330073215,https://www.inaturalist.org/observations/330073215
UoA City Campus,Fuligo septica,Dog Vomit Slime Mold,True,False,False,Protozoa,2025-12-10,research,-36.8504372,174.7694879997,ss_t,biota-of-university-of-auckland-city-campus,330179674,https://www.inaturalist.org/observations/330179674
UoA City Campus,Hemiphaga novaeseelandiae,New Zealand Pigeon,True,False,True,Aves,2025-12-11,research,-36.8508408908,174.7707237303,jw_nz,biota-of-university-of-auckland-city-campus,330254825,https://www.inaturalist.org/observations/330254825
UoA City Campus,Illeis galbula,Fungus-eating ladybird,False,True,False,Insecta,2025-12-11,research,-36.8498216667,174.771255,soupiesol,biota-of-university-of-auckland-city-campus,330286572,https://www.inaturalist.org/observations/330286572
UoA City Campus,Austrosciapus proximus,,False,True,False,Insecta,2025-12-11,research,-36.8495504156,174.7706214711,jw_nz,biota-of-university-of-auckland-city-campus,330295747,https://www.inaturalist.org/observations/330295747
UoA City Campus,Pseudopanax ferox,Toothed Lancewood,True,False,True,Plantae,2025-09-23,research,-36.8504555556,174.7691361111,joknight_nz,biota-of-university-of-auckland-city-campus,330687394,https://www.inaturalist.org/observations/330687394
UoA City Campus,Fatsia japonica,Japanese aralia,False,True,False,Plantae,2025-09-23,research,-36.8513,174.769775,joknight_nz,biota-of-university-of-auckland-city-campus,330689204,https://www.inaturalist.org/observations/330689204
UoA City Campus,Magnolia grandiflora,southern magnolia,False,False,False,Plantae,2025-09-23,research,-36.8513222222,174.7697138889,joknight_nz,biota-of-university-of-auckland-city-campus,330689214,https://www.inaturalist.org/observations/330689214
UoA City Campus,Nandina domestica,Heavenly bamboo,False,True,False,Plantae,2025-09-23,research,-36.8513805556,174.7696083333,joknight_nz,biota-of-university-of-auckland-city-campus,330689218,https://www.inaturalist.org/observations/330689218
UoA City Campus,Psilotum nudum,skeleton fork fern,True,False,False,Plantae,2025-09-23,research,-36.8518138889,174.7699583333,joknight_nz,biota-of-university-of-auckland-city-campus,330693743,https://www.inaturalist.org/observations/330693743
UoA City Campus,Septoria cerastii,,False,False,False,Fungi,2025-09-23,research,-36.8540472222,174.7688888889,joknight_nz,biota-of-university-of-auckland-city-campus,330693744,https://www.inaturalist.org/observations/330693744
UoA City Campus,Ochna serrulata,Small-leaved plane,False,True,False,Plantae,2025-09-23,research,-36.8540222222,174.7689055556,joknight_nz,biota-of-university-of-auckland-city-campus,330693745,https://www.inaturalist.org/observations/330693745
UoA City Campus,Geranium urbanum,,False,False,False,Plantae,2025-09-23,research,-36.8529444444,174.7703694444,joknight_nz,biota-of-university-of-auckland-city-campus,330838599,https://www.inaturalist.org/observations/330838599
UoA City Campus,Erechthias capnitis,,False,True,False,Insecta,2025-09-23,research,-36.8530888889,174.77095,joknight_nz,biota-of-university-of-auckland-city-campus,330838602,https://www.inaturalist.org/observations/330838602
UoA City Campus,Senecio sylvaticus,Heath Groundsel,False,True,False,Plantae,2025-09-23,research,-36.8494194444,174.7697611111,joknight_nz,biota-of-university-of-auckland-city-campus,330838606,https://www.inaturalist.org/observations/330838606
UoA City Campus,Ranunculus muricatus,Rough-fruited buttercup,False,True,False,Plantae,2025-09-23,research,-36.8492472222,174.7696388889,joknight_nz,biota-of-university-of-auckland-city-campus,330949627,https://www.inaturalist.org/observations/330949627
UoA City Campus,Pineus pini,Pine Woolly-aphid,False,True,False,Insecta,2025-09-23,research,-36.8492944444,174.7698527778,joknight_nz,biota-of-university-of-auckland-city-campus,330949630,https://www.inaturalist.org/observations/330949630
UoA City Campus,Oxalis brasiliensis,Brazilian woodsorrel,False,True,False,Plantae,2025-09-23,research,-36.8494555556,174.7704611111,joknight_nz,biota-of-university-of-auckland-city-campus,330949638,https://www.inaturalist.org/observations/330949638
UoA City Campus,Porcellio scaber,Common Rough Woodlouse,False,True,False,Animalia,2025-09-23,research,-36.8499138889,174.7713777778,joknight_nz,biota-of-university-of-auckland-city-campus,331347674,https://www.inaturalist.org/observations/331347674
UoA City Campus,Arion intermedius,Hedgehog Slug,False,True,False,Mollusca,2025-09-23,research,-36.8499,174.7713611111,joknight_nz,biota-of-university-of-auckland-city-campus,331347680,https://www.inaturalist.org/observations/331347680
UoA City Campus,Passer domesticus,House Sparrow,False,True,False,Aves,2025-09-23,research,-36.8494138889,174.7704611111,joknight_nz,biota-of-university-of-auckland-city-campus,331347691,https://www.inaturalist.org/observations/331347691
UoA City Campus,Passer domesticus,House Sparrow,False,True,False,Aves,2025-12-21,research,-36.852428869,174.7687608067,alex_rhc,biota-of-university-of-auckland-city-campus,331514162,https://www.inaturalist.org/observations/331514162
UoA City Campus,Earina mucronata,New Zealand Bamboo Orchid,True,False,False,Plantae,2025-08-27,research,-36.8531999901,174.7688916667,cullenchoi_nz,biota-of-university-of-auckland-city-campus,331651919,https://www.inaturalist.org/observations/331651919
UoA City Campus,Halmus chalybeus,Steelblue Lady Beetle,False,True,False,Insecta,2025-12-29,research,-36.8511,174.7715,juliepop,biota-of-university-of-auckland-city-campus,332541068,https://www.inaturalist.org/observations/332541068
UoA City Campus,Halmus chalybeus,Steelblue Lady Beetle,False,True,False,Insecta,2025-12-29,research,-36.85115,174.771575,juliepop,biota-of-university-of-auckland-city-campus,332541165,https://www.inaturalist.org/observations/332541165
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-12-03,research,-36.8497366667,174.7690716667,sanjoaquinserpents,biota-of-university-of-auckland-city-campus,332907545,https://www.inaturalist.org/observations/332907545
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8523611111,174.7727361111,amie58267,biota-of-university-of-auckland-city-campus,333513515,https://www.inaturalist.org/observations/333513515
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8536305556,174.7715,amie58267,biota-of-university-of-auckland-city-campus,333517548,https://www.inaturalist.org/observations/333517548
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8549611111,174.7688611111,amie58267,biota-of-university-of-auckland-city-campus,333517551,https://www.inaturalist.org/observations/333517551
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8549527778,174.768875,amie58267,biota-of-university-of-auckland-city-campus,333517552,https://www.inaturalist.org/observations/333517552
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8552444444,174.7687527778,amie58267,biota-of-university-of-auckland-city-campus,333517553,https://www.inaturalist.org/observations/333517553
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8551111111,174.7686,amie58267,biota-of-university-of-auckland-city-campus,333517557,https://www.inaturalist.org/observations/333517557
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8547666667,174.7687222222,amie58267,biota-of-university-of-auckland-city-campus,333517558,https://www.inaturalist.org/observations/333517558
UoA City Campus,Ipomoea indica,oceanblue morning glory,False,True,False,Plantae,2025-12-12,research,-36.8546944444,174.7687527778,amie58267,biota-of-university-of-auckland-city-campus,333517560,https://www.inaturalist.org/observations/333517560
UoA City Campus,Turdus merula,Eurasian Blackbird,False,True,False,Aves,2025-09-08,research,-36.852005,174.7701716667,seaslugluvr97,biota-of-university-of-auckland-city-campus,336601556,https://www.inaturalist.org/observations/336601556
UoA City Campus,Platycercus eximius,Eastern Rosella,False,True,False,Aves,2025-09-01,research,-36.8497085569,174.7699127197,martinxtq,biota-of-university-of-auckland-city-campus,364291263,https://www.inaturalist.org/observations/364291263
Grafton Campus,Amphipsalta cingulata,Clapping Cicada,True,False,False,Insecta,2025-02-07,research,-36.8625703,174.7696350997,ryvesie,biota-of-university-of-auckland-grafton-campus,260857843,https://www.inaturalist.org/observations/260857843
Grafton Campus,Lampona murina,Eastern White-tail Spider,False,True,False,Arachnida,2025-04-04,research,-36.8624233997,174.7701557,ryvesie,biota-of-university-of-auckland-grafton-campus,268468878,https://www.inaturalist.org/observations/268468878
Grafton Campus,Acridotheres tristis,Common Myna,False,True,False,Aves,2025-04-21,research,-36.8620263997,174.7703236,haleymoskal,biota-of-university-of-auckland-grafton-campus,271930337,https://www.inaturalist.org/observations/271930337
Grafton Campus,Pholiota multicingulata,,True,False,False,Fungi,2025-05-27,research,-36.8617545957,174.768345952,samlasham,biota-of-university-of-auckland-grafton-campus,284470114,https://www.inaturalist.org/observations/284470114
Grafton Campus,Platycercus eximius,Eastern Rosella,False,True,False,Aves,2025-08-28,research,-36.8624652,174.7701185997,ryvesie,biota-of-university-of-auckland-grafton-campus,309588284,https://www.inaturalist.org/observations/309588284
Grafton Campus,Trifolium repens,white clover,False,True,False,Plantae,2025-10-24,research,-36.8620953,174.7702806,ryvesie,biota-of-university-of-auckland-grafton-campus,322720696,https://www.inaturalist.org/observations/322720696
Grafton Campus,Bellis perennis,Lawn daisy,False,True,False,Plantae,2025-10-24,research,-36.8620953,174.7702806,ryvesie,biota-of-university-of-auckland-grafton-campus,322720733,https://www.inaturalist.org/observations/322720733
Grafton Campus,Veronica persica,bird's-eye speedwell,False,True,False,Plantae,2025-10-24,research,-36.8622713,174.7703008997,ryvesie,biota-of-university-of-auckland-grafton-campus,322720748,https://www.inaturalist.org/observations/322720748
Grafton Campus,Polistes dominula,European Paper Wasp,False,True,False,Insecta,2025-11-28,research,-36.8617361,174.7679785997,ryvesie,biota-of-university-of-auckland-grafton-campus,328722695,https://www.inaturalist.org/observations/328722695
Grafton Campus,Quercus palustris,pin oak,False,True,False,Plantae,2025-11-28,research,-36.8614132,174.7681889,ryvesie,biota-of-university-of-auckland-grafton-campus,328723840,https://www.inaturalist.org/observations/328723840
Grafton Campus,Miomantis caffra,South African Mantis,False,True,False,Insecta,2025-11-28,research,-36.8615441,174.7682490997,ryvesie,biota-of-university-of-auckland-grafton-campus,328724367,https://www.inaturalist.org/observations/328724367
Oratia Reserve,Pseudocoremia productata,Brown forest flash,True,False,False,Insecta,2025-01-17,research,-36.9167863997,174.6042073,rishud,biota-of-university-of-auckland-oratia-reserve,258729183,https://www.inaturalist.org/observations/258729183
Oratia Reserve,Pseudopanax crassifolius,Lancewood,True,False,False,Plantae,2025-01-17,research,-36.9166815,174.6043673,rishud,biota-of-university-of-auckland-oratia-reserve,258729247,https://www.inaturalist.org/observations/258729247
Oratia Reserve,Epalxiphora axenana,Sharp-Tipped Bell Moth,True,False,False,Insecta,2025-01-25,research,-36.9166974997,174.6040921997,rishud,biota-of-university-of-auckland-oratia-reserve,259502587,https://www.inaturalist.org/observations/259502587
Oratia Reserve,Nertera dichondrifolia,,True,False,False,Plantae,2025-01-25,research,-36.9166974997,174.6040921997,rishud,biota-of-university-of-auckland-oratia-reserve,259502824,https://www.inaturalist.org/observations/259502824
Oratia Reserve,Schizaea dichotoma,fan fern,True,False,False,Plantae,2025-01-25,research,-36.9166014997,174.6032755997,rishud,biota-of-university-of-auckland-oratia-reserve,259502849,https://www.inaturalist.org/observations/259502849
Oratia Reserve,Schizaea bifida,Forked Comb Fern,True,False,False,Plantae,2025-01-25,research,-36.9167689,174.6031773997,rishud,biota-of-university-of-auckland-oratia-reserve,259502885,https://www.inaturalist.org/observations/259502885
Oratia Reserve,Pseudopanax crassifolius,Lancewood,True,False,False,Plantae,2025-01-25,research,-36.9167369997,174.6032730997,rishud,biota-of-university-of-auckland-oratia-reserve,259502968,https://www.inaturalist.org/observations/259502968
Oratia Reserve,Rubus australis,swamp lawyer,True,False,False,Plantae,2025-01-25,research,-36.9167898444,174.6029927111,rishud,biota-of-university-of-auckland-oratia-reserve,259503096,https://www.inaturalist.org/observations/259503096
Oratia Reserve,Cyathophorum bulbosum,quill moss,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503114,https://www.inaturalist.org/observations/259503114
Oratia Reserve,Tmesipteris sigmatifolia,,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503133,https://www.inaturalist.org/observations/259503133
Oratia Reserve,Lomaria discolor,Crown Fern,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503173,https://www.inaturalist.org/observations/259503173
Oratia Reserve,Dicksonia squarrosa,New Zealand tree fern,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503200,https://www.inaturalist.org/observations/259503200
Oratia Reserve,Prumnopitys taxifolia,Mataī,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503318,https://www.inaturalist.org/observations/259503318
Oratia Reserve,Elaeocarpus dentatus,Hinau,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259503365,https://www.inaturalist.org/observations/259503365
Oratia Reserve,Brachyglottis kirkii,Kirk's tree daisy,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259505487,https://www.inaturalist.org/observations/259505487
Oratia Reserve,Toronia toru,Toru,True,False,False,Plantae,2025-01-25,research,-36.9167898444,174.6029927111,rishud,biota-of-university-of-auckland-oratia-reserve,259505784,https://www.inaturalist.org/observations/259505784
Oratia Reserve,Tmesipteris tannensis,Fork Fern,True,False,False,Plantae,2025-01-25,research,-36.9167897997,174.6029926997,rishud,biota-of-university-of-auckland-oratia-reserve,259505802,https://www.inaturalist.org/observations/259505802
Oratia Reserve,Pseudopanax crassifolius,Lancewood,True,False,False,Plantae,2025-02-04,research,-36.9168884997,174.6028769,rishud,biota-of-university-of-auckland-oratia-reserve,260581919,https://www.inaturalist.org/observations/260581919
Oratia Reserve,Mida salicifolia,Maire Taiki,True,False,False,Plantae,2025-02-04,research,-36.9168884997,174.6028769,rishud,biota-of-university-of-auckland-oratia-reserve,260581958,https://www.inaturalist.org/observations/260581958
Oratia Reserve,Clematis paniculata,Puawhānanga,True,False,False,Plantae,2025-02-04,research,-36.9170973,174.6030740997,rishud,biota-of-university-of-auckland-oratia-reserve,260582100,https://www.inaturalist.org/observations/260582100
Oratia Reserve,Cyathea dealbata,silver fern,True,False,False,Plantae,2025-03-26,research,-36.9167666667,174.6028666667,oscar18271,biota-of-university-of-auckland-oratia-reserve,266950631,https://www.inaturalist.org/observations/266950631
Oratia Reserve,Rhipidura fuliginosa placabilis,North Island Fantail,True,False,False,Aves,2025-03-26,research,-36.9168583333,174.6037616667,meyonna,biota-of-university-of-auckland-oratia-reserve,267000718,https://www.inaturalist.org/observations/267000718
Oratia Reserve,Schizaea bifida,Forked Comb Fern,True,False,False,Plantae,2025-03-26,research,-36.9166060273,174.6030493755,bruceburns,biota-of-university-of-auckland-oratia-reserve,267390747,https://www.inaturalist.org/observations/267390747
Oratia Reserve,Diploblechnum fraseri,,True,False,False,Plantae,2025-03-26,research,-36.9167919872,174.6029907443,bruceburns,biota-of-university-of-auckland-oratia-reserve,267391147,https://www.inaturalist.org/observations/267391147
Oratia Reserve,Sticherus cunninghamii,Umbrella fern,True,False,False,Plantae,2025-03-26,research,-36.9170747566,174.6031382347,bruceburns,biota-of-university-of-auckland-oratia-reserve,267391732,https://www.inaturalist.org/observations/267391732
Oratia Reserve,Corokia buddleioides,Korokio,True,False,False,Plantae,2025-03-26,research,-36.9175919061,174.6035361146,bruceburns,biota-of-university-of-auckland-oratia-reserve,267392132,https://www.inaturalist.org/observations/267392132
Oratia Reserve,Leptospermum scoparium,Mānuka,True,False,False,Plantae,2025-05-18,research,-36.9187974,174.6066736997,simonoosterman,biota-of-university-of-auckland-oratia-reserve,283876484,https://www.inaturalist.org/observations/283876484
Oratia Reserve,Metzgeria leptoneura,Hooked Veilwort,True,False,False,Plantae,2025-06-17,research,-36.9174583333,174.6034083333,reingered,biota-of-university-of-auckland-oratia-reserve,290538442,https://www.inaturalist.org/observations/290538442
Oratia Reserve,Thysananthus anguiformis,,True,False,False,Plantae,2025-06-17,research,-36.9167783333,174.603195,reingered,biota-of-university-of-auckland-oratia-reserve,290575693,https://www.inaturalist.org/observations/290575693
Oratia Reserve,Lembophyllum clandestinum,,False,False,False,Plantae,2025-06-17,research,-36.9167366667,174.6032416667,reingered,biota-of-university-of-auckland-oratia-reserve,290873319,https://www.inaturalist.org/observations/290873319
Oratia Reserve,Bazzania adnexa,,True,False,False,Plantae,2025-06-17,research,-36.9167466667,174.6032716667,reingered,biota-of-university-of-auckland-oratia-reserve,290873640,https://www.inaturalist.org/observations/290873640
Oratia Reserve,Rhizogonium novae-hollandiae,,False,False,False,Plantae,2025-08-01,research,-36.9169283333,174.60315,reingered,biota-of-university-of-auckland-oratia-reserve,303637621,https://www.inaturalist.org/observations/303637621
Oratia Reserve,Fissidens pallidus,,False,False,False,Plantae,2025-08-01,research,-36.917045,174.6029966667,reingered,biota-of-university-of-auckland-oratia-reserve,303637943,https://www.inaturalist.org/observations/303637943
Oratia Reserve,Lepidolaena taylorii,,True,False,False,Plantae,2025-08-01,research,-36.9169416667,174.6028283333,reingered,biota-of-university-of-auckland-oratia-reserve,303638167,https://www.inaturalist.org/observations/303638167
Oratia Reserve,Balantiopsis diplophylla,,True,False,False,Plantae,2025-08-01,research,-36.91707,174.6030116667,reingered,biota-of-university-of-auckland-oratia-reserve,303638396,https://www.inaturalist.org/observations/303638396
Oratia Reserve,Spruceanthus olivaceus,,True,False,False,Plantae,2025-08-01,research,-36.9168083333,174.603225,reingered,biota-of-university-of-auckland-oratia-reserve,303854770,https://www.inaturalist.org/observations/303854770
Oratia Reserve,Symphyogyna hymenophyllum,,True,False,False,Plantae,2025-08-01,research,-36.9170133333,174.602905,reingered,biota-of-university-of-auckland-oratia-reserve,303855518,https://www.inaturalist.org/observations/303855518
Oratia Reserve,Camptochaete arbuscula,,False,False,False,Plantae,2025-08-01,research,-36.9170883333,174.6032116667,reingered,biota-of-university-of-auckland-oratia-reserve,303855691,https://www.inaturalist.org/observations/303855691
